[contextual, contextual-1-2a-dist, J,N,I&RA&4]<MYSEP>1.5950644609802607E-6
[contextual, contextual-1-4a-dist, J,N,D&RA&4]<MYSEP>5.838894610634345E-7
[contextual, contextual-1-4a-dist, I,D,END&LA&5]<MYSEP>-0.0030056699664271296
[contextual, contextual-1-4a-dist, J,N,D&RA&1]<MYSEP>-2.1067098840790495E-5
[contextual, contextual-1-4a-dist, I,D,END&LA&3]<MYSEP>-0.0021348541485035136
[contextual, contextual-1-4a-dist, I,D,.&RA&5]<MYSEP>-6.69223328754564E-5
[contextual, contextual-1-4a-dist, R,N,.&LA&10]<MYSEP>6.1268349938132504E-6
[contextual, contextual-1-4a-dist, J,N,C&LA&5]<MYSEP>1.8700423646643316E-6
[contextual, contextual-1-4a-dist, V,I,.&RA&5]<MYSEP>-0.009506264855756135
[contextual, contextual-1-4a-dist, D,J,END&RA&10]<MYSEP>-1.4065329513014393E-6
[contextual, contextual-1-4a-dist, J,N,D&LA&1]<MYSEP>5.093940040358059E-6
[contextual, contextual-1-4a-dist, J,N,D&LA&4]<MYSEP>2.001775078416195E-6
[contextual, contextual-1-4a-dist, N,C,N&RA&10]<MYSEP>-3.9535744284579125E-7
[contextual, contextual-1-4a-dist, C,D,.&RA&10]<MYSEP>3.6015452124482755E-6
[contextual, contextual-1-4a-dist, D,J,N&LA&5]<MYSEP>6.415795740468537E-6
[contextual, contextual-1-4a-dist, V,I,.&LA&5]<MYSEP>-7.320446669888592E-4
[contextual, contextual-1-4a-dist, D,J,N&LA&3]<MYSEP>6.327748492163295E-6
[contextual, contextual-1-4a-dist, N,V,D&RA&0]<MYSEP>0.03383141197329526
[contextual, contextual-1-4a-dist, N,V,D&RA&3]<MYSEP>-0.019586264748794782
[contextual, contextual-1-4a-dist, I,D,.&LA&2]<MYSEP>-5.530526098676741E-5
[contextual, contextual-1-4a-dist, I,D,.&LA&5]<MYSEP>-5.82932368738524E-5
[contextual, contextual-1-4a-dist, C,D,N&LA&0]<MYSEP>-0.017312174975859698
[contextual, contextual-1-4a-dist, C,N,END&LA&0]<MYSEP>-0.01153893272146117
[contextual, contextual-1-4a-dist, C,D,N&LA&4]<MYSEP>-7.917420738091562E-7
[contextual, contextual-1-4a-dist, C,D,N&LA&5]<MYSEP>5.224040325903896E-6
[contextual, contextual-1-4a-dist, J,N,C&RA&5]<MYSEP>1.4276433978547878E-6
[contextual, contextual-2-5a-dist, N,C,N&RA&4]<MYSEP>-0.006223043673452359
[contextual, contextual-2-5a-dist, V,MID,MID&LA&0]<MYSEP>-7.487515855108659E-4
[contextual, contextual-2-5a-dist, J,N,I&RA&5]<MYSEP>4.122358804713922E-6
[contextual, contextual-2-5a-dist, N,C,N&RA&5]<MYSEP>-3.1950752308503273E-6
[contextual, contextual-2-5a-dist, J,N,I&RA&3]<MYSEP>6.8471871959754335E-6
[contextual, contextual-2-5a-dist, N,C,N&RA&2]<MYSEP>-0.0069698242839692694
[contextual, contextual-2-5a-dist, I,D,I&LA&3]<MYSEP>-0.0010165063678803758
[contextual, contextual-2-5a-dist, J,MID,MID&LA&0]<MYSEP>0.029433350085568077
[contextual, contextual-2-5a-dist, C,D,J&LA&2]<MYSEP>-0.004669529218224168
[contextual, contextual-2-5a-dist, N,C,C&RA&1]<MYSEP>-0.01798874001289789
[contextual, contextual-2-5a-dist, D,J,J&RA&1]<MYSEP>-0.005092223340283073
[contextual, contextual-2-5a-dist, N,V,V&LA&1]<MYSEP>5.1769505702881384E-8
[contextual, contextual-2-5a-dist, N,V,I&LA&5]<MYSEP>5.270423974234147E-6
[contextual, contextual-2-5a-dist, N,V,I&LA&2]<MYSEP>1.971136034100392E-6
[contextual, contextual-2-5a-dist, V,I,I&RA&4]<MYSEP>-0.0026384183920974903
[contextual, contextual-2-5a-dist, V,I,I&RA&1]<MYSEP>-0.004441485867213637
[contextual, contextual-2-5a-dist, C,D,I&LA&5]<MYSEP>2.1926499161044733E-6
[contextual, contextual-2-5a-dist, N,C,V&LA&5]<MYSEP>-6.0595900691613644E-5
[contextual, contextual-2-5a-dist, N,I,C&RA&4]<MYSEP>-0.010481628828793884
[contextual, contextual-2-5a-dist, C,D,V&LA&4]<MYSEP>-1.3954577409080566E-6
[contextual, contextual-2-5a-dist, C,MID,MID&RA&0]<MYSEP>0.04590372273081903
[contextual, contextual-2-5a-dist, J,N,V&RA&2]<MYSEP>2.1942495723805058E-6
[contextual, contextual-2-5a-dist, C,D,V&RA&4]<MYSEP>-2.0837432274997214E-5
[contextual, contextual-2-5a-dist, N,V,V&RA&1]<MYSEP>-2.2807929980015E-5
[contextual, contextual-2-5a-dist, N,C,C&RA&10]<MYSEP>2.5030415623728006E-6
[contextual, contextual-2-5a-dist, N,C,D&RA&5]<MYSEP>-4.292709579290107E-6
[contextual, contextual-2-5a-dist, I,D,N&RA&4]<MYSEP>-0.003931876424524024
[contextual, contextual-2-5a-dist, N,C,D&RA&2]<MYSEP>-2.3575147777646143E-4
[contextual, contextual-2-5a-dist, I,D,N&RA&5]<MYSEP>-0.011834195956560331
[contextual, contextual-2-5a-dist, C,D,N&RA&3]<MYSEP>-0.002255987749367052
[contextual, contextual-2-5a-dist, D,J,I&LA&5]<MYSEP>3.2558139163084838E-6
[contextual, contextual-2-5a-dist, D,J,I&LA&4]<MYSEP>1.0433484173798862E-6
[contextual, contextual-2-5a-dist, C,D,N&RA&5]<MYSEP>3.6285930150126005E-6
[contextual, contextual-2-5a-dist, N,MID,MID&LA&0]<MYSEP>-0.04463418047928455
[contextual, contextual-2-5a-dist, N,V,N&RA&5]<MYSEP>-7.091927392822325E-5
[contextual, contextual-2-5a-dist, J,N,I&LA&5]<MYSEP>3.6179903134186323E-6
[contextual, contextual-2-5a-dist, N,C,N&LA&2]<MYSEP>-0.011635126648689133
[contextual, contextual-2-5a-dist, D,J,V&RA&3]<MYSEP>5.336304598507391E-6
[contextual, contextual-2-5a-dist, N,C,N&LA&5]<MYSEP>-1.2992165131982763E-5
[contextual, contextual-2-5a-dist, N,C,N&LA&4]<MYSEP>0.039413759957376115
[contextual, contextual-2-5a-dist, N,V,N&RA&4]<MYSEP>2.6477924852293325E-6
[contextual, contextual-2-5a-dist, D,N,I&LA&2]<MYSEP>-7.148713699068057E-5
[contextual, contextual-2-5a-dist, R,N,C&RA&2]<MYSEP>-1.0238219014085689E-4
[contextual, contextual-2-5a-dist, C,D,I&RA&5]<MYSEP>7.578657222162107E-6
[contextual, contextual-2-5a-dist, N,C,D&RA&10]<MYSEP>1.276999912411007E-6
[contextual, contextual-2-5a-dist, D,J,D&LA&5]<MYSEP>2.6771053744706187E-6
[contextual, contextual-2-5a-dist, D,J,C&LA&10]<MYSEP>2.0864441104871585E-6
[contextual, contextual-2-5a-dist, N,V,I&RA&5]<MYSEP>-7.964975317035205E-7
[contextual, contextual-2-5a-dist, N,V,I&RA&2]<MYSEP>4.563453555068015E-7
[contextual, contextual-2-5a-dist, J,N,I&LA&3]<MYSEP>3.596726925693941E-6
[contextual, contextual-2-5a-dist, D,N,C&LA&2]<MYSEP>-6.0381683269419597E-5
[contextual, contextual-2-5a-dist, D,J,J&LA&1]<MYSEP>0.047035119172614256
[contextual, contextual-2-5a-dist, V,MID,MID&RA&0]<MYSEP>0.03382778741821206
[contextual, contextual-2-5a-dist, D,N,C&LA&5]<MYSEP>-5.7225417469744804E-5
[contextual, contextual-2-5a-dist, I,D,N&RA&2]<MYSEP>-0.0274734713727386
[contextual, contextual-2-5a-dist, C,D,C&RA&10]<MYSEP>2.897225184265548E-6
[contextual, contextual-2-5a-dist, N,C,J&RA&3]<MYSEP>-0.016473479532666348
[contextual, contextual-2-5a-dist, N,C,V&RA&5]<MYSEP>-1.8987825897001802E-5
[contextual, contextual-2-5a-dist, I,D,D&RA&4]<MYSEP>-0.021178707054151313
[contextual, contextual-2-5a-dist, J,N,N&LA&1]<MYSEP>-3.5783111994695365E-4
[contextual, contextual-2-5a-dist, N,V,C&RA&5]<MYSEP>4.692944299573308E-6
[contextual, contextual-2-5a-dist, I,D,D&RA&1]<MYSEP>0.11356021515760015
[contextual, contextual-2-5a-dist, J,N,N&LA&5]<MYSEP>5.734841486900834E-6
[contextual, contextual-2-5a-dist, N,I,C&LA&4]<MYSEP>-3.412956666409781E-4
[contextual, contextual-2-5a-dist, D,N,D&LA&3]<MYSEP>-1.9430444391466687E-4
[contextual, contextual-2-5a-dist, N,C,D&LA&2]<MYSEP>-4.6008580410923476E-5
[contextual, contextual-2-5a-dist, N,C,J&LA&3]<MYSEP>-0.0015724401786117277
[contextual, contextual-2-5a-dist, N,C,D&LA&5]<MYSEP>-2.0490632420268076E-5
[contextual, contextual-2-5a-dist, N,C,N&LA&10]<MYSEP>-4.2830794810042605E-5
[contextual, contextual-2-5a-dist, R,N,D&RA&5]<MYSEP>-8.369033431790862E-4
[contextual, contextual-2-5a-dist, N,I,I&LA&1]<MYSEP>-7.375813413703802E-4
[contextual, contextual-2-5a-dist, R,N,D&RA&3]<MYSEP>-1.1519854004841968E-5
[contextual, contextual-2-5a-dist, R,N,N&RA&10]<MYSEP>-0.006745187413859681
[contextual, contextual-2-5a-dist, J,MID,MID&RA&0]<MYSEP>-6.41743844152806E-4
[contextual, contextual-2-5a-dist, R,N,J&RA&4]<MYSEP>-0.003182757209171706
[contextual, contextual-2-5a-dist, I,D,N&LA&5]<MYSEP>-0.018380485799884272
[contextual, contextual-2-5a-dist, I,D,N&LA&4]<MYSEP>-0.00974729490557955
[contextual, contextual-2-5a-dist, I,D,N&LA&2]<MYSEP>-0.0016336695299145343
[contextual, contextual-2-5a-dist, R,N,V&RA&5]<MYSEP>-0.0027430016311201805
[contextual, contextual-2-5a-dist, N,I,N&RA&5]<MYSEP>-0.006036605509291853
[contextual, contextual-2-5a-dist, N,MID,MID&RA&0]<MYSEP>0.13213963937175296
[contextual, contextual-2-5a-dist, R,MID,MID&RA&0]<MYSEP>-0.028204251733454064
[contextual, contextual-2-5a-dist, D,J,V&LA&3]<MYSEP>-9.119311518816797E-7
[contextual, contextual-2-5a-dist, N,I,N&RA&3]<MYSEP>-0.015668230856787865
[contextual, contextual-2-5a-dist, D,J,I&RA&5]<MYSEP>-1.8641865670477142E-6
[contextual, contextual-2-5a-dist, D,J,I&RA&4]<MYSEP>4.564973040623409E-6
[contextual, contextual-2-5a-dist, V,I,N&LA&5]<MYSEP>-0.003133285483762917
[contextual, contextual-2-5a-dist, D,N,I&RA&2]<MYSEP>-9.153274101153987E-6
[contextual, contextual-2-5a-dist, V,I,N&LA&3]<MYSEP>-4.733509553487748E-5
[contextual, contextual-2-5a-dist, D,N,C&RA&2]<MYSEP>-9.668892885512216E-5
[contextual, contextual-2-5a-dist, C,N,N&LA&1]<MYSEP>-0.012280162622351104
[contextual, contextual-2-5a-dist, D,N,C&RA&5]<MYSEP>-7.445895385391889E-5
[contextual, contextual-2-5a-dist, N,V,D&LA&5]<MYSEP>2.8502959188062316E-6
[contextual, contextual-2-5a-dist, N,V,D&LA&3]<MYSEP>-3.795182543966769E-6
[contextual, contextual-2-5a-dist, V,I,D&RA&5]<MYSEP>-0.009966096520394294
[contextual, contextual-2-5a-dist, V,I,D&RA&2]<MYSEP>-0.0195677076996163
[contextual, contextual-2-5a-dist, I,D,D&LA&4]<MYSEP>-0.0024881531667919864
[contextual, contextual-2-5a-dist, D,N,N&RA&3]<MYSEP>-2.2229399095041957E-5
[contextual, contextual-2-5a-dist, J,N,N&RA&1]<MYSEP>7.808148591590682E-6
[contextual, contextual-2-5a-dist, N,C,I&RA&5]<MYSEP>5.26793287581748E-6
[contextual, contextual-2-5a-dist, D,N,N&RA&4]<MYSEP>-8.606087328534424E-5
[contextual, contextual-2-5a-dist, N,V,C&LA&5]<MYSEP>4.010826074284127E-6
[contextual, contextual-2-5a-dist, D,N,N&RA&1]<MYSEP>-4.7544005292152094E-4
[contextual, contextual-2-5a-dist, J,N,D&RA&5]<MYSEP>-2.444483789294164E-6
[contextual, contextual-2-5a-dist, V,I,C&RA&5]<MYSEP>-0.008490296857452393
[contextual, contextual-2-5a-dist, I,D,C&LA&5]<MYSEP>-7.332673464777119E-4
[contextual, contextual-2-5a-dist, J,N,N&RA&5]<MYSEP>2.448229679624102E-6
[contextual, contextual-2-5a-dist, D,MID,MID&LA&0]<MYSEP>0.048183379986766826
[contextual, contextual-2-5a-dist, I,D,C&LA&3]<MYSEP>-4.0703392492331047E-4
[contextual, contextual-2-5a-dist, D,N,N&RA&5]<MYSEP>-2.5631513031138475E-5
[contextual, contextual-2-5a-dist, I,D,D&LA&1]<MYSEP>-0.009479004058138374
[contextual, contextual-2-5a-dist, D,J,N&RA&2]<MYSEP>-6.437708354588674E-6
[contextual, contextual-2-5a-dist, D,N,D&RA&3]<MYSEP>-1.4766022483887528E-4
[contextual, contextual-2-5a-dist, D,J,D&RA&5]<MYSEP>6.120883069160707E-6
[contextual, contextual-2-5a-dist, D,J,C&RA&10]<MYSEP>7.932647622654324E-6
[contextual, contextual-2-5a-dist, V,I,N&RA&5]<MYSEP>0.03358201554298796
[contextual, contextual-2-5a-dist, D,MID,MID&RA&0]<MYSEP>-0.04190274180847837
[contextual, contextual-2-5a-dist, C,D,N&LA&10]<MYSEP>1.8577244371776783E-6
[contextual, contextual-2-5a-dist, V,I,N&RA&3]<MYSEP>-0.01958826484007188
[contextual, contextual-2-5a-dist, N,I,I&RA&1]<MYSEP>-0.004724182868705941
[contextual, contextual-2-5a-dist, D,J,N&RA&5]<MYSEP>5.593418162669656E-6
[contextual, contextual-2-5a-dist, J,N,D&RA&4]<MYSEP>3.6294816184749955E-6
[contextual, contextual-2-5a-dist, D,J,N&RA&10]<MYSEP>3.3900312308519633E-6
[contextual, contextual-2-5a-dist, R,N,I&RA&10]<MYSEP>-3.63567859252388E-5
[contextual, contextual-2-5a-dist, C,D,D&LA&1]<MYSEP>-1.830642916665707E-6
[contextual, contextual-2-5a-dist, R,N,C&RA&10]<MYSEP>-6.38415116523679E-5
[contextual, contextual-2-5a-dist, R,N,I&RA&5]<MYSEP>-8.846793521439078E-5
[contextual, contextual-2-5a-dist, C,D,D&LA&5]<MYSEP>-1.1432737676638067E-6
[contextual, contextual-2-5a-dist, J,N,N&RA&10]<MYSEP>5.294418551301342E-6
[contextual, contextual-2-5a-dist, C,N,N&RA&1]<MYSEP>-0.008345494818842841
[contextual, contextual-2-5a-dist, N,I,N&LA&3]<MYSEP>-6.736050284166544E-4
[contextual, contextual-2-5a-dist, J,N,C&LA&5]<MYSEP>6.777987614080977E-7
[contextual, contextual-2-5a-dist, N,I,N&LA&5]<MYSEP>-0.012823471363988807
[contextual, contextual-2-5a-dist, R,N,N&RA&5]<MYSEP>0.016866376035625647
[contextual, contextual-2-5a-dist, I,D,I&RA&3]<MYSEP>-0.0025525578318311443
[contextual, contextual-2-5a-dist, I,D,C&RA&3]<MYSEP>-0.014828558616317825
[contextual, contextual-2-5a-dist, R,N,N&RA&1]<MYSEP>-0.006566716121699082
[contextual, contextual-2-5a-dist, V,I,D&LA&5]<MYSEP>-2.4259694939069373E-5
[contextual, contextual-2-5a-dist, I,D,C&RA&5]<MYSEP>-0.009511166631375951
[contextual, contextual-2-5a-dist, V,I,D&LA&2]<MYSEP>-7.157905991075297E-5
[contextual, contextual-2-5a-dist, J,N,N&LA&10]<MYSEP>5.203683295686912E-6
[contextual, contextual-2-5a-dist, N,I,D&RA&2]<MYSEP>-0.012984906542197474
[contextual, contextual-2-5a-dist, I,MID,MID&LA&0]<MYSEP>-0.0011532592851425554
[contextual, contextual-2-5a-dist, R,N,D&RA&10]<MYSEP>-2.5722243180249983E-4
[contextual, contextual-2-5a-dist, V,I,I&LA&1]<MYSEP>-7.204384936314777E-5
[contextual, contextual-2-5a-dist, J,N,D&LA&4]<MYSEP>5.763701607938995E-6
[contextual, contextual-2-5a-dist, J,N,D&LA&5]<MYSEP>1.26033467170028E-7
[contextual, contextual-2-5a-dist, N,C,C&LA&10]<MYSEP>9.228984543599913E-7
[contextual, contextual-2-5a-dist, N,C,I&LA&5]<MYSEP>-1.3018355482462666E-5
[contextual, contextual-2-5a-dist, D,N,N&LA&1]<MYSEP>-3.1348522804077817E-4
[contextual, contextual-2-5a-dist, V,I,I&LA&4]<MYSEP>-2.4708479235662955E-5
[contextual, contextual-2-5a-dist, N,C,N&RA&10]<MYSEP>-3.2633362847272266E-5
[contextual, contextual-2-5a-dist, N,C,C&LA&1]<MYSEP>-0.0018791033723602308
[contextual, contextual-2-5a-dist, D,J,N&LA&2]<MYSEP>-0.0024864608709720157
[contextual, contextual-2-5a-dist, N,V,N&LA&4]<MYSEP>-2.762145070238342E-6
[contextual, contextual-2-5a-dist, D,J,N&LA&5]<MYSEP>5.909252910028207E-6
[contextual, contextual-2-5a-dist, D,N,N&LA&5]<MYSEP>-0.0030083185841220665
[contextual, contextual-2-5a-dist, D,N,N&LA&4]<MYSEP>-7.46527786167713E-5
[contextual, contextual-2-5a-dist, V,I,C&LA&5]<MYSEP>-1.6077858592777308E-6
[contextual, contextual-2-5a-dist, D,N,N&LA&3]<MYSEP>-0.002132374094034484
[contextual, contextual-2-5a-dist, C,D,D&RA&1]<MYSEP>-0.0021142925224901443
[contextual, contextual-2-5a-dist, D,J,N&LA&10]<MYSEP>3.5273031696245556E-6
[contextual, contextual-2-5a-dist, I,MID,MID&RA&0]<MYSEP>-0.04512773834784281
[contextual, contextual-2-5a-dist, C,D,J&RA&2]<MYSEP>0.044280948516742476
[contextual, contextual-2-5a-dist, C,MID,MID&LA&0]<MYSEP>-0.004541156130810236
[contextual, contextual-2-5a-dist, N,V,D&RA&3]<MYSEP>-2.0774097350916744E-6
[contextual, contextual-2-5a-dist, N,C,D&LA&10]<MYSEP>-5.226835315405143E-6
[contextual, contextual-2-5a-dist, C,D,D&RA&5]<MYSEP>-5.185136520921519E-6
[contextual, contextual-2-5a-dist, N,I,D&LA&2]<MYSEP>-6.016640918620123E-4
[contextual, contextual-2-5a-dist, J,N,V&LA&2]<MYSEP>3.093484290296397E-6
[contextual, contextual-2-5a-dist, N,V,D&RA&5]<MYSEP>-2.0598158802741907E-6
[contextual, contextual-2-5a-dist, C,D,N&RA&10]<MYSEP>-5.809948688539703E-5
[contextual, contextual-2-5a-dist, C,D,N&LA&3]<MYSEP>-0.020580913630350743
[contextual, contextual-2-5a-dist, C,D,C&LA&10]<MYSEP>-1.0942180530667189E-6
[contextual, contextual-2-5a-dist, C,D,N&LA&5]<MYSEP>-3.2054283329837133E-6
[contextual, contextual-2-5a-dist, N,V,N&LA&5]<MYSEP>7.246733408069415E-6
[contextual, contextual-2-5a-dist, J,N,C&RA&5]<MYSEP>-1.2380007424242671E-6
[contextual, contextual-2-3-dist, IN,MID,DT&LA&0]<MYSEP>-0.0011481606408865197
[contextual, contextual-2-3-dist, NNS,MID,CC&RA&0]<MYSEP>0.03236964808589347
[contextual, contextual-2-3-dist, CC,DT,JJ&RA&1]<MYSEP>-0.002106918762106635
[contextual, contextual-2-3-dist, NN,VBZ,NN&LA&5]<MYSEP>3.744913841910342E-6
[contextual, contextual-2-3-dist, VBZ,IN,DT&LA&1]<MYSEP>-7.90451567055427E-5
[contextual, contextual-2-3-dist, DT,JJ,.&LA&10]<MYSEP>5.84056265916486E-6
[contextual, contextual-2-3-dist, VBZ,MID,IN&LA&0]<MYSEP>-7.495798837909745E-4
[contextual, contextual-2-3-dist, NNS,MID,IN&LA&0]<MYSEP>-0.003246574631239086
[contextual, contextual-2-3-dist, NN,CC,.&LA&2]<MYSEP>-0.011635863557653224
[contextual, contextual-2-3-dist, VBZ,IN,DT&LA&4]<MYSEP>-2.5408608656629307E-5
[contextual, contextual-2-3-dist, ROOT,NNS,NN&RA&4]<MYSEP>-0.0031881991066015237
[contextual, contextual-2-3-dist, NNS,CC,JJ&LA&2]<MYSEP>-4.8304647080548876E-5
[contextual, contextual-2-3-dist, NN,VBZ,DT&RA&5]<MYSEP>-2.956739815115121E-6
[contextual, contextual-2-3-dist, NNS,CC,.&LA&10]<MYSEP>-3.9628044849441415E-5
[contextual, contextual-2-3-dist, VBZ,IN,NN&LA&5]<MYSEP>-2.1109397306574614E-5
[contextual, contextual-2-3-dist, ROOT,NNS,IN&RA&5]<MYSEP>-0.0031511411879058
[contextual, contextual-2-3-dist, NN,VBZ,DT&RA&2]<MYSEP>4.805574678437303E-6
[contextual, contextual-2-3-dist, NN,CC,NN&LA&1]<MYSEP>-3.345510812020692E-4
[contextual, contextual-2-3-dist, ROOT,NNS,CC&RA&1]<MYSEP>-0.006563156997146015
[contextual, contextual-2-3-dist, JJ,NN,.&RA&10]<MYSEP>-1.3812859689728967E-6
[contextual, contextual-2-3-dist, NNS,MID,IN&RA&0]<MYSEP>0.050325575095452185
[contextual, contextual-2-3-dist, JJ,MID,NN&RA&0]<MYSEP>-6.41084027967532E-4
[contextual, contextual-2-3-dist, NN,VBZ,NN&RA&5]<MYSEP>1.1918623669217146E-6
[contextual, contextual-2-3-dist, NN,VBZ,IN&LA&4]<MYSEP>4.54000978124202E-6
[contextual, contextual-2-3-dist, CC,MID,NN&RA&0]<MYSEP>0.07023442832029379
[contextual, contextual-2-3-dist, NN,VBZ,IN&LA&1]<MYSEP>3.44245010087294E-8
[contextual, contextual-2-3-dist, NN,VBZ,CC&LA&5]<MYSEP>-5.98690131042974E-7
[contextual, contextual-2-3-dist, CC,DT,JJ&LA&1]<MYSEP>-4.149112965047676E-6
[contextual, contextual-2-3-dist, NN,CC,.&RA&2]<MYSEP>-0.006972853835852053
[contextual, contextual-2-3-dist, NNS,IN,CC&LA&3]<MYSEP>-6.803587143949583E-4
[contextual, contextual-2-3-dist, VBZ,MID,IN&RA&0]<MYSEP>0.03382849963905921
[contextual, contextual-2-3-dist, IN,MID,DT&RA&0]<MYSEP>-0.04512649820142016
[contextual, contextual-2-3-dist, IN,DT,IN&RA&2]<MYSEP>-0.01606967127358599
[contextual, contextual-2-3-dist, VBZ,IN,NN&RA&5]<MYSEP>-0.018451966160364205
[contextual, contextual-2-3-dist, NNS,IN,DT&LA&1]<MYSEP>-7.428562933459096E-4
[contextual, contextual-2-3-dist, VBZ,IN,IN&LA&3]<MYSEP>-4.434745174819239E-5
[contextual, contextual-2-3-dist, DT,MID,JJ&LA&0]<MYSEP>-0.017311666881533315
[contextual, contextual-2-3-dist, DT,MID,JJ&RA&0]<MYSEP>-0.02674281369948781
[contextual, contextual-2-3-dist, CC,NN,.&LA&1]<MYSEP>-0.012282149388850555
[contextual, contextual-2-3-dist, CC,MID,NN&LA&0]<MYSEP>-0.003989526575469115
[contextual, contextual-2-3-dist, NN,VBZ,DT&LA&2]<MYSEP>-4.4038027953129653E-7
[contextual, contextual-2-3-dist, CC,DT,.&LA&10]<MYSEP>1.7668457066307145E-6
[contextual, contextual-2-3-dist, NN,CC,NN&RA&1]<MYSEP>-0.015170664902329616
[contextual, contextual-2-3-dist, NNS,MID,CC&LA&0]<MYSEP>-0.007882175734973691
[contextual, contextual-2-3-dist, NN,VBZ,DT&LA&5]<MYSEP>2.8631883403162427E-6
[contextual, contextual-2-3-dist, NNS,IN,.&LA&5]<MYSEP>-0.012823339890256443
[contextual, contextual-2-3-dist, NN,VBZ,IN&RA&4]<MYSEP>-9.988912587513878E-7
[contextual, contextual-2-3-dist, NN,VBZ,IN&RA&1]<MYSEP>-1.582647883095296E-5
[contextual, contextual-2-3-dist, DT,NNS,DT&LA&2]<MYSEP>-6.529398356986763E-5
[contextual, contextual-2-3-dist, JJ,NN,.&LA&10]<MYSEP>7.4672396770664354E-6
[contextual, contextual-2-3-dist, DT,NNS,DT&RA&2]<MYSEP>-1.4911272878884463E-5
[contextual, contextual-2-3-dist, DT,NN,NN&RA&2]<MYSEP>-9.486413692372125E-5
[contextual, contextual-2-3-dist, JJ,NN,CC&LA&5]<MYSEP>-2.4085837941811706E-7
[contextual, contextual-2-3-dist, DT,NN,.&LA&3]<MYSEP>-0.002136235785610401
[contextual, contextual-2-3-dist, NNS,CC,NN&LA&10]<MYSEP>-1.4608398060910645E-6
[contextual, contextual-2-3-dist, IN,DT,NN&RA&1]<MYSEP>0.06806358902502363
[contextual, contextual-2-3-dist, IN,DT,NN&RA&5]<MYSEP>-0.009504933132392816
[contextual, contextual-2-3-dist, IN,DT,NN&RA&4]<MYSEP>-0.021176078688021842
[contextual, contextual-2-3-dist, JJ,NN,VBZ&LA&1]<MYSEP>-3.566560012548269E-4
[contextual, contextual-2-3-dist, IN,DT,NN&RA&3]<MYSEP>-0.014832978907137525
[contextual, contextual-2-3-dist, CC,DT,CC&RA&10]<MYSEP>6.4153342381475406E-6
[contextual, contextual-2-3-dist, DT,JJ,NN&RA&10]<MYSEP>4.989132193835203E-6
[contextual, contextual-2-3-dist, DT,NNS,CC&LA&4]<MYSEP>-7.245583585013796E-5
[contextual, contextual-2-3-dist, JJ,NN,DT&LA&3]<MYSEP>1.4393326471141676E-6
[contextual, contextual-2-3-dist, JJ,NN,DT&LA&5]<MYSEP>5.491164451328069E-7
[contextual, contextual-2-3-dist, CC,DT,CC&LA&10]<MYSEP>5.532315644919619E-6
[contextual, contextual-2-3-dist, NNS,IN,NN&RA&2]<MYSEP>-0.012984815901701825
[contextual, contextual-2-3-dist, IN,DT,NNS&RA&1]<MYSEP>0.045506848027829984
[contextual, contextual-2-3-dist, DT,NNS,IN&LA&1]<MYSEP>-1.5779784165960108E-4
[contextual, contextual-2-3-dist, NNS,CC,NN&RA&3]<MYSEP>-0.01647394155127992
[contextual, contextual-2-3-dist, NNS,IN,NN&RA&4]<MYSEP>-0.010480397012412655
[contextual, contextual-2-3-dist, NNS,CC,DT&RA&5]<MYSEP>-2.1070590545410444E-6
[contextual, contextual-2-3-dist, CC,DT,NN&LA&10]<MYSEP>1.9091145281124219E-7
[contextual, contextual-2-3-dist, NNS,IN,.&RA&5]<MYSEP>-0.006035062682378925
[contextual, contextual-2-3-dist, ROOT,MID,NNS&RA&0]<MYSEP>-0.0282099339038186
[contextual, contextual-2-3-dist, VBZ,IN,DT&RA&1]<MYSEP>-0.004443045968279438
[contextual, contextual-2-3-dist, IN,DT,NN&LA&1]<MYSEP>-0.003196050621963038
[contextual, contextual-2-3-dist, NNS,CC,CC&LA&10]<MYSEP>-1.300845215612224E-6
[contextual, contextual-2-3-dist, IN,DT,NN&LA&3]<MYSEP>-4.061587784138513E-4
[contextual, contextual-2-3-dist, NNS,CC,JJ&RA&2]<MYSEP>-2.408091335123967E-4
[contextual, contextual-2-3-dist, IN,DT,NN&LA&5]<MYSEP>-7.346935664341322E-4
[contextual, contextual-2-3-dist, NNS,CC,DT&RA&1]<MYSEP>-0.002814383021313507
[contextual, contextual-2-3-dist, IN,DT,NN&LA&4]<MYSEP>-0.0024873280374503206
[contextual, contextual-2-3-dist, DT,JJ,CC&RA&5]<MYSEP>7.098481897409149E-6
[contextual, contextual-2-3-dist, ROOT,NNS,CC&RA&10]<MYSEP>-1.6171801124818943E-4
[contextual, contextual-2-3-dist, VBZ,IN,DT&RA&4]<MYSEP>-0.0026327359714043534
[contextual, contextual-2-3-dist, CC,DT,IN&RA&4]<MYSEP>-1.5582859407226123E-5
[contextual, contextual-2-3-dist, CC,DT,IN&RA&5]<MYSEP>2.2434911186048484E-6
[contextual, contextual-2-3-dist, DT,NN,NN&LA&2]<MYSEP>-6.172432154924877E-5
[contextual, contextual-2-3-dist, JJ,NN,VBZ&RA&1]<MYSEP>3.853799329898252E-6
